record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
13528,8/11/12 9:00,3,0,1,25,79,13.00,54,217,271
13529,11/12/11 1:00,4,0,1,3,60,9.00,9,45,54
13530,8/17/12 10:00,3,0,1,28,55,11.00,82,149,231
13531,6/28/12 8:00,3,0,1,24,50,9.00,40,575,615
13532,4/20/12 21:00,2,0,1,19,68,9.00,35,252,287
13533,12/3/11 7:00,4,0,1,2,75,6.00,2,24,26
13534,10/9/12 20:00,4,0,2,16,72,11.00,30,330,360
13535,8/29/11 11:00,3,0,1,24,47,11.00,38,100,138
13536,12/30/12 23:00,1,0,1,1,51,15.00,10,39,49
13537,1/14/11 12:00,1,0,1,1,44,17.00,2,58,60
13538,7/14/11 20:00,3,0,1,26,42,15.00,81,267,348
13539,1/24/12 9:00,1,0,2,7,87,6.00,11,243,254
13540,10/31/12 12:00,4,0,1,11,58,13.00,44,197,241
13541,9/12/11 16:00,3,0,1,27,48,0.00,60,238,298
13542,9/23/12 0:00,4,0,1,22,38,17.00,34,146,180
13543,8/21/11 12:00,3,0,1,32,59,19.00,135,238,373
13544,4/18/11 18:00,2,0,1,23,31,24.00,41,321,362
13545,7/28/12 0:00,3,0,1,28,62,9.00,21,170,191
13546,11/1/11 10:00,4,0,1,13,62,9.00,21,114,135
13547,11/9/12 14:00,4,0,1,14,38,13.00,67,207,274
13548,7/2/12 10:00,3,0,1,31,43,17.00,70,104,174
13549,2/23/12 8:00,1,0,1,8,87,13.00,11,547,558
13550,5/18/12 2:00,2,0,1,15,67,9.00,12,9,21
13551,12/2/11 9:00,4,0,1,5,81,0.00,12,234,246
13552,12/19/12 6:00,4,0,1,3,75,6.00,3,109,112
13553,11/15/12 16:00,4,0,2,9,57,13.00,24,318,342
13554,3/15/11 2:00,1,0,1,6,62,6.00,1,2,3
13555,8/4/11 10:00,3,0,1,27,71,20.00,24,89,113
13556,5/14/11 3:00,2,0,2,16,88,9.00,5,30,35
13557,12/28/12 13:00,1,0,2,6,49,9.00,76,146,222
13558,5/24/11 7:00,2,0,3,23,78,13.00,26,287,313
13559,6/11/11 8:00,2,0,1,28,58,13.00,32,111,143
13560,3/20/12 8:00,1,0,2,17,88,7.00,28,488,516
13561,2/5/11 2:00,1,0,2,3,75,11.00,5,12,17
13562,3/1/11 22:00,1,0,1,3,62,7.00,3,43,46
13563,3/27/12 18:00,2,0,1,12,17,6.00,67,576,643
13564,10/3/11 12:00,4,0,2,11,71,9.00,29,117,146
13565,3/20/11 22:00,1,0,2,8,53,22.00,8,30,38
13566,9/22/11 20:00,3,0,2,22,94,9.00,35,250,285
13567,5/28/12 17:00,2,1,1,32,56,20.00,158,247,405
13568,1/5/11 2:00,1,0,1,-1,74,6.00,0,2,2
13569,5/8/11 15:00,2,0,1,21,49,0.00,128,230,358
13570,5/1/11 22:00,2,0,2,14,82,0.00,32,68,100
13571,1/28/12 19:00,1,0,2,12,41,37.00,33,173,206
13572,4/10/12 12:00,2,0,1,18,22,19.00,75,184,259
13573,1/28/11 2:00,1,0,2,1,75,11.00,0,2,2
13574,10/4/12 7:00,4,0,2,23,89,6.00,12,379,391
13575,3/22/12 21:00,2,0,1,20,78,11.00,66,308,374
13576,10/22/11 14:00,4,0,2,15,48,15.00,133,177,310
13577,10/3/11 19:00,4,0,1,11,76,0.00,15,298,313
13578,3/20/12 4:00,1,0,2,17,88,9.00,0,6,6
13579,3/11/11 20:00,1,0,1,6,56,11.00,6,70,76
13580,3/7/12 22:00,1,0,1,14,59,20.00,10,148,158
13581,10/9/11 18:00,4,0,1,23,50,7.00,186,228,414
13582,7/21/11 5:00,3,0,2,27,84,7.00,2,16,18
13583,7/13/12 4:00,3,0,2,24,61,0.00,0,11,11
13584,5/15/12 11:00,2,0,1,23,78,13.00,38,186,224
13585,3/7/12 12:00,1,0,1,13,38,26.00,40,175,215
13586,1/10/11 6:00,1,0,1,-3,50,19.00,0,31,31
13587,6/18/12 12:00,2,0,3,19,78,9.00,29,139,168
13588,7/29/11 9:00,3,0,1,34,47,17.00,28,151,179
13589,1/16/12 18:00,1,1,1,4,52,22.00,6,174,180
13590,7/5/11 12:00,3,0,1,31,43,7.00,71,130,201
13591,7/23/12 8:00,3,0,1,27,79,7.00,47,691,738
13592,11/24/11 21:00,4,1,1,9,71,11.00,7,19,26
13593,10/7/12 10:00,4,0,2,12,67,13.00,41,144,185
13594,9/6/11 12:00,3,0,3,18,83,26.00,16,51,67
13595,10/10/12 22:00,4,0,1,14,55,20.00,27,170,197
13596,4/18/12 17:00,2,0,2,12,77,13.00,46,441,487
13597,8/29/12 5:00,3,0,1,21,73,13.00,3,37,40
13598,5/31/11 0:00,2,0,1,26,79,6.00,9,20,29
13599,2/13/12 3:00,1,0,1,-3,54,7.00,0,1,1
13600,9/14/11 15:00,3,0,1,30,49,17.00,29,146,175
13601,4/29/11 19:00,2,0,1,14,55,22.00,40,229,269
13602,4/4/12 19:00,2,0,1,24,39,15.00,75,419,494
13603,5/10/11 19:00,2,0,1,21,43,15.00,69,363,432
13604,2/7/11 4:00,1,0,1,1,86,0.00,1,1,2
13605,5/3/11 11:00,2,0,2,24,65,22.00,20,118,138
13606,1/16/12 6:00,1,1,1,-4,54,6.00,0,13,13
13607,6/27/11 3:00,3,0,3,22,78,9.00,0,2,2
13608,3/9/11 5:00,1,0,2,3,81,9.00,1,7,8
13609,11/14/12 13:00,4,0,1,9,43,17.00,32,182,214
13610,11/6/11 17:00,4,0,1,13,62,11.00,71,185,256
13611,5/3/12 23:00,2,0,1,21,83,0.00,21,100,121
13612,1/1/11 14:00,1,0,2,14,72,19.00,34,71,105
13613,10/13/11 22:00,4,0,1,22,83,13.00,13,101,114
13614,2/24/11 17:00,1,0,3,9,66,13.00,9,168,177
13615,11/12/11 19:00,4,0,1,12,50,17.00,32,139,171
13616,7/17/12 22:00,3,0,1,31,55,15.00,29,215,244
13617,5/18/12 4:00,2,0,1,14,77,11.00,0,11,11
13618,9/23/11 19:00,4,0,1,22,94,9.00,16,231,247
13619,4/30/12 19:00,2,0,2,18,64,17.00,51,420,471
13620,9/3/11 12:00,3,0,1,26,61,15.00,97,160,257
13621,2/4/11 2:00,1,0,2,-2,63,7.00,0,1,1
13622,11/21/11 19:00,4,0,3,11,94,13.00,2,135,137
13623,7/29/12 1:00,3,0,1,24,83,7.00,49,109,158
13624,12/12/11 18:00,4,0,1,6,56,6.00,8,349,357
13625,4/22/11 15:00,2,0,3,8,87,13.00,13,62,75
13626,6/21/12 3:00,3,0,1,27,74,0.00,3,8,11
13627,11/20/12 2:00,4,0,2,7,76,6.00,0,5,5
13628,1/2/11 19:00,1,0,1,7,42,30.00,1,29,30
13629,6/19/11 5:00,2,0,2,24,78,0.00,7,12,19
13630,11/8/12 17:00,4,0,1,11,20,20.00,36,556,592
13631,8/14/12 3:00,3,0,2,25,83,13.00,0,3,3
13632,7/14/11 5:00,3,0,1,21,56,15.00,6,22,28
13633,9/13/11 19:00,3,0,1,25,69,11.00,55,340,395
13634,12/29/12 21:00,1,0,2,5,56,33.00,4,56,60
13635,11/5/12 2:00,4,0,2,6,56,11.00,2,4,6
13636,10/17/12 23:00,4,0,1,14,88,15.00,15,84,99
13637,11/12/12 21:00,4,1,3,18,73,15.00,10,145,155
13638,7/11/11 12:00,3,0,1,33,53,19.00,40,108,148
13639,5/17/11 7:00,2,0,2,17,94,17.00,13,136,149
13640,4/15/12 20:00,2,0,1,23,50,15.00,86,205,291
13641,4/1/12 23:00,2,0,3,14,72,0.00,10,53,63
13642,11/3/11 0:00,4,0,1,9,76,6.00,3,28,31
13643,6/29/11 17:00,3,0,1,32,26,28.00,78,492,570
13644,2/23/12 10:00,1,0,1,12,67,13.00,41,107,148
13645,11/17/12 12:00,4,0,1,11,40,11.00,117,359,476
13646,12/31/11 1:00,1,0,2,11,62,19.00,4,31,35
13647,6/9/11 15:00,2,0,1,38,31,11.00,18,86,104
13648,12/2/12 3:00,4,0,2,4,93,0.00,4,21,25
13649,9/6/12 13:00,3,0,2,27,79,7.00,39,152,191
13650,3/7/12 17:00,1,0,1,19,43,33.00,58,554,612
13651,10/26/12 5:00,4,0,2,17,88,7.00,3,47,50
13652,11/18/12 7:00,4,0,1,5,81,13.00,3,39,42
13653,1/26/12 14:00,1,0,2,11,71,7.00,16,111,127
13654,4/15/12 7:00,2,0,1,16,63,7.00,16,30,46
13655,4/19/12 12:00,2,0,1,18,49,0.00,50,212,262
13656,10/28/11 5:00,4,0,2,6,61,17.00,0,25,25
13657,12/24/11 23:00,1,0,1,3,56,0.00,1,16,17
13658,2/13/12 21:00,1,0,1,5,45,9.00,2,144,146
13659,4/17/12 13:00,2,0,1,22,29,17.00,52,187,239
13660,12/16/12 9:00,4,0,2,9,87,9.00,19,113,132
13661,7/8/12 14:00,3,0,1,39,36,11.00,77,235,312
13662,3/19/12 0:00,1,0,1,15,82,7.00,4,19,23
13663,8/6/12 17:00,3,0,1,32,41,0.00,112,746,858
13664,8/22/12 20:00,3,0,1,23,73,13.00,59,332,391
13665,4/11/11 6:00,2,0,2,14,100,15.00,2,59,61
13666,11/15/11 14:00,4,0,2,18,60,19.00,27,120,147
13667,7/8/12 13:00,3,0,1,38,38,17.00,118,219,337
13668,4/25/11 14:00,2,0,1,27,54,15.00,47,99,146
13669,5/23/11 22:00,2,0,1,22,94,15.00,25,106,131
13670,8/2/12 21:00,3,0,1,29,66,15.00,41,301,342
13671,9/24/12 17:00,4,0,1,20,30,0.00,89,809,898
13672,9/13/11 20:00,3,0,1,24,74,13.00,31,240,271
13673,9/6/12 3:00,3,0,1,26,84,7.00,0,9,9
13674,3/24/11 16:00,2,0,2,6,65,15.00,6,77,83
13675,2/6/11 23:00,1,0,1,3,65,0.00,4,26,30
13676,3/14/12 4:00,1,0,1,15,67,6.00,1,4,5
13677,12/26/11 18:00,1,1,1,7,49,6.00,21,54,75
13678,1/22/12 15:00,1,0,2,-1,80,13.00,27,149,176
13679,6/24/12 5:00,3,0,1,22,69,9.00,1,7,8
13680,2/9/12 4:00,1,0,2,2,75,30.00,0,1,1
13681,12/12/11 14:00,4,0,2,7,53,9.00,16,94,110
13682,1/6/11 7:00,1,0,2,71,59,0.00,0,95,95
13683,5/31/12 0:00,2,0,1,23,69,9.00,13,48,61
13684,12/30/11 10:00,1,0,1,6,65,17.00,10,107,117
13685,12/26/11 4:00,1,1,1,8,46,20.00,0,2,2
13686,3/3/11 7:00,1,0,1,-3,42,28.00,1,107,108
13687,5/11/11 1:00,2,0,2,16,59,7.00,4,16,20
13688,7/23/12 10:00,3,0,2,30,62,0.00,63,137,200
13689,4/13/11 9:00,2,0,2,10,94,15.00,2,61,63
13690,5/25/12 5:00,2,0,2,22,88,6.00,2,28,30
13691,8/26/12 14:00,3,0,1,23,89,7.00,125,252,377
13692,12/11/12 12:00,4,0,2,9,53,30.00,13,213,226
13693,8/19/11 17:00,3,0,1,29,58,35.00,85,441,526
13694,5/23/11 0:00,2,0,2,19,88,9.00,23,18,41
13695,8/29/11 14:00,3,0,1,26,42,0.00,55,127,182
13696,5/18/12 9:00,2,0,1,19,56,7.00,57,303,360
13697,2/23/11 15:00,1,0,1,8,25,6.00,18,54,72
13698,9/10/12 3:00,3,0,1,17,68,19.00,5,7,12
13699,11/28/12 9:00,4,0,1,5,52,13.00,13,309,322
13700,5/1/11 5:00,2,0,1,11,82,6.00,0,10,10
13701,8/26/12 18:00,3,0,2,23,89,6.00,77,187,264
13702,1/1/12 12:00,1,0,1,11,62,19.00,58,143,201
13703,1/1/11 17:00,1,0,2,13,82,19.00,15,52,67
13704,2/28/11 20:00,1,0,3,13,88,41.00,0,45,45
13705,4/24/12 5:00,2,0,1,6,70,13.00,0,22,22
13706,11/4/12 0:00,4,0,1,6,61,7.00,5,97,102
13707,4/15/11 15:00,2,1,1,18,52,30.00,50,112,162
13708,1/26/11 12:00,1,0,3,2,93,22.00,7,39,46
13709,10/30/12 17:00,4,0,3,6,87,15.00,19,105,124
13710,1/27/12 1:00,1,0,2,11,87,15.00,6,23,29
13711,4/19/12 20:00,2,0,1,19,49,15.00,52,351,403
13712,5/6/11 13:00,2,0,1,20,40,22.00,71,182,253
13713,2/5/11 16:00,1,0,3,2,100,9.00,8,63,71
13714,12/28/11 14:00,1,0,1,7,39,26.00,24,95,119
13715,12/31/12 8:00,1,0,1,-2,69,9.00,9,187,196
13716,8/23/12 17:00,3,0,1,29,45,15.00,111,709,820
13717,11/22/12 0:00,4,1,1,7,66,6.00,3,43,46
13718,8/14/11 10:00,3,0,1,26,79,15.00,67,116,183
13719,4/1/11 1:00,2,0,3,4,100,11.00,0,4,4
13720,3/4/11 0:00,1,0,2,1,55,13.00,0,12,12
13721,12/18/12 15:00,4,0,1,14,44,33.00,28,218,246
13722,3/7/12 9:00,1,0,1,6,61,22.00,12,251,263
13723,5/20/12 5:00,2,0,1,16,72,7.00,1,7,8
13724,11/26/11 10:00,4,0,1,9,81,0.00,57,84,141
13725,12/13/11 5:00,4,0,1,0,86,0.00,0,20,20
13726,5/20/11 2:00,2,0,1,13,100,6.00,4,4,8
13727,6/10/11 15:00,2,0,1,33,44,7.00,49,163,212
13728,12/22/12 3:00,1,0,1,4,48,30.00,0,7,7
13729,6/7/12 7:00,2,0,1,16,82,11.00,20,505,525
13730,9/23/11 8:00,4,0,3,22,94,9.00,20,294,314
13731,6/25/11 9:00,3,0,1,27,45,17.00,47,139,186
13732,12/21/11 17:00,1,0,3,13,100,22.00,3,226,229
13733,11/29/11 3:00,4,0,2,16,88,0.00,0,2,2
13734,10/18/12 6:00,4,0,1,13,88,20.00,3,150,153
13735,4/4/11 5:00,2,0,1,11,62,17.00,0,7,7
13736,11/1/11 21:00,4,0,1,9,81,0.00,13,114,127
13737,12/2/12 1:00,4,0,2,6,87,6.00,10,84,94
13738,7/26/12 11:00,3,0,1,31,66,15.00,69,143,212
13739,2/23/11 2:00,1,0,1,-3,50,9.00,0,1,1
13740,1/8/12 14:00,1,0,1,11,40,13.00,75,253,328
13741,12/3/11 20:00,4,0,1,6,61,6.00,17,110,127
13742,7/31/12 2:00,3,0,1,24,83,9.00,0,8,8
13743,7/28/11 16:00,3,0,1,34,47,11.00,42,214,256
13744,2/3/12 9:00,1,0,1,3,65,13.00,18,252,270
13745,9/16/11 22:00,3,0,1,15,67,6.00,32,135,167
13746,2/22/11 11:00,1,0,1,-1,64,0.00,7,43,50
13747,1/3/12 11:00,1,0,1,0,37,35.00,12,63,75
13748,5/13/11 17:00,2,0,3,17,88,11.00,62,427,489
13749,2/16/12 22:00,1,0,2,7,81,0.00,3,108,111
13750,5/22/11 22:00,2,0,1,21,83,9.00,35,86,121
13751,4/20/12 20:00,2,0,1,20,56,11.00,52,289,341
13752,6/29/12 20:00,3,0,1,37,42,17.00,53,255,308
13753,5/26/12 12:00,2,0,1,28,66,15.00,236,293,529
13754,10/31/12 13:00,4,0,1,12,50,15.00,22,191,213
13755,10/3/11 9:00,4,0,2,11,66,6.00,12,140,152
13756,1/4/11 10:00,1,0,2,-1,69,22.00,5,37,42
13757,7/19/11 22:00,3,0,1,28,74,0.00,36,120,156
13758,3/2/12 20:00,1,0,2,9,87,13.00,7,93,100
13759,10/28/12 18:00,4,0,3,12,94,33.00,18,136,154
13760,5/15/11 16:00,2,0,1,23,69,17.00,158,282,440
13761,1/8/11 2:00,1,0,2,0,55,0.00,3,13,16
13762,6/22/11 5:00,3,0,1,23,89,0.00,2,21,23
13763,8/11/11 21:00,3,0,1,26,48,6.00,35,168,203
13764,2/1/11 8:00,1,0,3,-1,93,0.00,3,132,135
13765,6/17/11 5:00,2,0,1,18,100,0.00,1,12,13
13766,5/4/12 7:00,2,0,1,19,88,0.00,8,346,354
13767,12/2/11 1:00,4,0,1,3,75,0.00,1,14,15
13768,2/29/12 9:00,1,0,3,6,81,11.00,5,33,38
13769,7/17/11 3:00,3,0,1,23,69,15.00,21,26,47
13770,3/21/12 8:00,2,0,3,15,94,7.00,33,502,535
13771,1/29/11 8:00,1,0,1,0,55,11.00,3,31,34
13772,8/31/11 20:00,3,0,1,24,57,9.00,30,259,289
13773,6/26/12 22:00,3,0,1,24,34,17.00,26,219,245
13774,8/11/11 12:00,3,0,1,30,31,17.00,50,164,214
13775,5/1/12 7:00,2,0,2,16,94,17.00,8,160,168
13776,2/7/12 9:00,1,0,1,7,49,0.00,11,277,288
13777,3/12/12 10:00,1,0,1,11,50,15.00,39,96,135
13778,8/14/12 22:00,3,0,1,27,66,6.00,28,161,189
13779,7/22/12 17:00,3,0,1,28,66,15.00,188,368,556
13780,7/21/12 10:00,3,0,3,20,88,17.00,49,219,268
13781,10/2/11 9:00,4,0,1,9,76,24.00,19,96,115
13782,1/5/12 7:00,1,0,2,1,69,6.00,3,212,215
13783,10/10/11 1:00,4,1,1,15,88,0.00,4,30,34
13784,6/14/12 9:00,2,0,1,22,61,15.00,45,312,357
13785,4/23/12 18:00,2,0,3,7,81,9.00,10,369,379
13786,9/15/12 4:00,3,0,2,21,69,24.00,3,3,6
13787,1/1/12 17:00,1,0,2,15,48,11.00,36,75,111
13788,11/12/11 20:00,4,0,1,12,50,19.00,31,101,132
13789,12/18/12 0:00,4,0,2,13,94,9.00,0,18,18
13790,11/15/12 14:00,4,0,2,10,54,11.00,27,174,201
13791,8/15/11 6:00,3,0,1,21,88,17.00,3,87,90
13792,11/29/12 4:00,4,0,1,1,75,6.00,0,7,7
13793,4/9/11 23:00,2,0,2,10,87,6.00,12,45,57
13794,6/12/12 12:00,2,0,3,24,83,17.00,19,76,95
13795,9/11/11 5:00,3,0,1,21,83,9.00,15,24,39
13796,6/3/11 16:00,2,0,1,27,26,22.00,63,286,349
13797,9/22/12 1:00,3,0,1,20,83,20.00,18,106,124
13798,10/1/11 2:00,4,0,1,14,63,28.00,21,46,67
13799,3/16/12 0:00,1,0,1,13,77,17.00,8,49,57
13800,12/8/12 18:00,4,0,1,11,87,7.00,40,264,304
13801,3/12/11 2:00,1,0,1,3,65,13.00,0,14,14
13802,9/18/12 12:00,3,0,3,25,83,30.00,16,72,88
13803,10/9/12 2:00,4,0,3,9,87,17.00,2,5,7
13804,3/28/12 1:00,2,0,1,9,46,20.00,0,8,8
13805,4/12/11 14:00,2,0,2,16,82,19.00,16,27,43
13806,6/15/11 3:00,2,0,1,16,68,17.00,0,1,1
13807,7/26/11 7:00,3,0,1,27,66,19.00,30,285,315
13808,6/20/11 4:00,2,0,3,22,88,11.00,1,2,3
13809,2/13/12 20:00,1,0,1,6,42,11.00,4,208,212
13810,5/28/12 6:00,2,1,1,22,73,11.00,6,14,20
13811,5/9/12 17:00,2,0,2,23,53,9.00,76,629,705
13812,6/1/11 18:00,2,0,3,32,56,26.00,31,277,308
13813,5/11/12 17:00,2,0,1,23,23,17.00,102,675,777
13814,7/13/12 13:00,3,0,2,31,38,9.00,100,274,374
13815,5/16/11 22:00,2,0,1,19,88,6.00,22,105,127
13816,9/17/11 1:00,3,0,1,14,72,7.00,28,52,80
13817,4/5/11 4:00,2,0,3,16,88,33.00,0,2,2
13818,11/21/11 17:00,4,0,3,12,94,20.00,10,200,210
13819,4/21/12 11:00,2,0,1,22,61,22.00,260,348,608
13820,7/27/11 17:00,3,0,1,33,26,15.00,80,491,571
13821,3/24/12 11:00,2,0,2,16,94,13.00,98,175,273
13822,3/8/11 23:00,1,0,1,131,61,13.00,3,38,41
13823,7/2/12 5:00,3,0,2,27,51,0.00,3,37,40
13824,8/6/11 22:00,3,0,2,26,84,22.00,24,96,120
13825,10/16/11 9:00,4,0,1,16,45,15.00,39,151,190
13826,3/9/11 1:00,1,0,1,4,52,9.00,0,4,4
13827,9/1/11 19:00,3,0,1,26,58,11.00,79,363,442
13828,4/12/12 3:00,2,0,1,7,61,17.00,2,3,5
13829,1/2/12 6:00,1,1,1,4,41,26.00,0,14,14
13830,8/25/12 3:00,3,0,1,24,69,6.00,7,31,38
13831,8/20/12 13:00,3,0,1,26,58,9.00,97,194,291
13832,11/10/12 7:00,4,0,1,4,87,7.00,14,57,71
13833,10/19/11 4:00,4,0,3,16,94,13.00,0,3,3
13834,8/14/12 18:00,3,0,1,29,62,19.00,97,757,854
13835,12/10/11 4:00,4,0,2,4,65,7.00,0,3,3
13836,11/18/11 19:00,4,0,1,5,41,11.00,7,182,189
13837,6/29/11 6:00,3,0,1,24,69,20.00,12,104,116
13838,1/18/12 13:00,1,0,1,6,42,31.00,6,124,130
13839,3/30/12 7:00,2,0,1,7,57,11.00,9,279,288
13840,10/10/12 12:00,4,0,1,18,56,15.00,78,312,390
13841,9/3/12 8:00,3,1,2,26,84,7.00,36,91,127
13842,3/27/11 3:00,2,0,3,1,69,15.00,0,14,14
13843,11/21/12 18:00,4,0,1,12,38,7.00,24,287,311
13844,9/19/12 20:00,3,0,1,17,48,11.00,31,378,409
13845,2/9/11 17:00,1,0,2,1,34,17.00,9,157,166
13846,9/13/11 15:00,3,0,1,28,51,20.00,35,144,179
13847,10/12/11 16:00,4,0,2,19,88,15.00,5,50,55
13848,3/8/11 18:00,1,0,1,8,27,13.00,21,213,234
13849,1/17/11 19:00,1,1,3,0,59,13.00,2,58,60
13850,6/15/11 7:00,2,0,1,18,60,9.00,22,344,366
13851,9/18/12 8:00,3,0,2,24,83,37.00,32,640,672
13852,11/1/11 5:00,4,0,1,7,81,13.00,0,18,18
13853,2/22/12 14:00,1,0,1,13,54,22.00,35,142,177
13854,12/28/11 3:00,1,0,1,7,61,17.00,0,4,4
13855,6/2/12 18:00,2,0,1,23,36,0.00,171,341,512
13856,8/12/12 16:00,3,0,1,29,40,7.00,213,300,513
13857,10/28/11 9:00,4,0,1,7,57,15.00,19,209,228
13858,12/28/12 6:00,1,0,1,2,64,19.00,2,49,51
13859,8/24/11 2:00,3,0,1,20,68,9.00,2,4,6
13860,12/15/11 21:00,4,0,1,16,63,20.00,10,145,155
13861,4/2/12 13:00,2,0,1,14,36,20.00,97,184,281
13862,1/6/11 15:00,1,0,1,5,36,0.00,8,54,62
13863,11/10/12 9:00,4,0,1,9,66,13.00,43,216,259
13864,11/24/12 17:00,4,0,1,4,41,26.00,29,97,126
13865,6/17/12 14:00,2,0,1,23,53,0.00,255,325,580
13866,1/14/12 4:00,1,0,1,-2,50,9.00,0,3,3
13867,1/29/12 16:00,1,0,1,9,21,28.00,54,268,322
13868,7/1/11 18:00,3,0,1,31,24,17.00,98,324,422
13869,8/8/12 17:00,3,0,2,31,55,19.00,107,751,858
13870,2/9/12 13:00,1,0,1,6,42,22.00,10,144,154
13871,9/15/11 2:00,3,0,1,22,73,7.00,0,5,5
13872,8/3/11 3:00,3,0,2,29,55,6.00,0,4,4
13873,9/3/12 9:00,3,1,2,26,84,9.00,71,158,229
13874,9/17/12 23:00,3,0,3,21,94,17.00,4,66,70
13875,7/13/12 10:00,3,0,2,28,48,0.00,78,190,268
13876,9/17/11 16:00,3,0,1,18,68,17.00,116,189,305
13877,10/20/12 0:00,4,0,1,14,82,9.00,13,110,123
13878,6/4/11 6:00,2,0,1,18,60,0.00,11,17,28
13879,3/17/11 2:00,1,0,1,8,71,20.00,3,5,8
13880,4/29/12 18:00,2,0,1,21,26,19.00,164,323,487
13881,5/1/11 7:00,2,0,2,12,77,6.00,7,26,33
13882,3/7/11 22:00,1,0,1,4,48,11.00,1,34,35
13883,12/20/12 16:00,4,0,2,8,53,22.00,21,281,302
13884,2/16/11 14:00,1,0,1,14,28,28.00,17,65,82
13885,9/14/12 1:00,3,0,1,19,73,6.00,6,35,41
13886,10/28/11 14:00,4,0,2,9,46,13.00,33,152,185
13887,3/11/12 5:00,1,0,1,3,60,11.00,2,4,6
13888,6/5/12 5:00,2,0,3,15,82,11.00,1,35,36
13889,9/12/11 19:00,3,0,1,25,57,9.00,63,372,435
13890,12/27/11 10:00,1,0,2,7,66,6.00,13,46,59
13891,5/5/11 23:00,2,0,1,14,41,13.00,16,99,115
13892,1/6/12 7:00,1,0,2,3,65,0.00,4,201,205
13893,12/28/11 16:00,1,0,1,6,36,28.00,23,144,167
13894,4/10/12 23:00,2,0,1,9,40,28.00,14,47,61
13895,11/19/12 21:00,4,0,2,10,54,15.00,15,188,203
13896,3/27/12 23:00,2,0,1,9,37,13.00,5,58,63
13897,10/2/11 11:00,4,0,2,10,66,17.00,74,218,292
13898,11/20/12 18:00,4,0,2,11,66,6.00,16,534,550
13899,12/17/12 9:00,4,0,2,11,87,0.00,11,271,282
13900,1/20/12 4:00,1,0,1,2,60,7.00,0,3,3
13901,5/28/12 21:00,2,1,1,29,66,19.00,66,181,247
13902,12/20/12 22:00,4,0,3,8,87,13.00,1,20,21
13903,11/12/12 11:00,4,1,1,17,72,11.00,112,255,367
13904,5/7/11 18:00,2,0,1,20,37,11.00,114,175,289
13905,2/5/12 10:00,1,0,2,4,65,19.00,10,138,148
13906,8/18/12 6:00,3,0,1,21,83,15.00,4,23,27
13907,5/25/11 22:00,2,0,1,24,69,17.00,34,140,174
13908,3/17/11 7:00,1,0,1,7,76,9.00,12,128,140
13909,3/22/11 9:00,2,0,2,11,58,31.00,19,159,178
13910,3/8/12 16:00,1,0,2,22,41,43.00,37,305,342
13911,6/2/11 23:00,2,0,1,22,35,15.00,23,88,111
13912,12/6/12 5:00,4,0,1,2,55,19.00,0,32,32
13913,6/12/11 20:00,2,0,1,24,83,11.00,62,144,206
13914,5/18/12 18:00,2,0,1,23,38,15.00,99,569,668
13915,7/23/12 11:00,3,0,2,31,52,11.00,69,129,198
13916,12/4/12 14:00,4,0,2,20,56,15.00,39,231,270
13917,5/26/11 13:00,2,0,1,32,52,19.00,52,145,197
13918,4/3/12 20:00,2,0,1,19,24,9.00,54,323,377
13919,10/21/11 23:00,4,0,1,11,62,15.00,18,99,117
13920,3/9/11 21:00,1,0,2,7,93,22.00,10,52,62
13921,2/21/11 5:00,1,1,2,8,36,0.00,1,2,3
13922,7/2/11 17:00,3,0,1,33,30,15.00,179,169,348
13923,3/22/11 23:00,2,0,2,11,58,17.00,4,28,32
13924,1/15/12 15:00,1,0,1,2,27,13.00,33,173,206
13925,5/13/12 0:00,2,0,1,19,64,11.00,19,79,98
13926,1/10/11 5:00,1,0,1,-4,54,17.00,0,3,3
13927,10/7/11 10:00,4,0,1,17,68,6.00,48,126,174
13928,10/1/11 0:00,4,0,1,16,63,26.00,24,106,130
13929,7/12/11 17:00,3,0,1,35,44,19.00,48,380,428
13930,1/16/12 21:00,1,1,1,5,52,22.00,3,46,49
13931,11/9/12 6:00,4,0,1,4,65,7.00,5,126,131
13932,7/24/11 13:00,3,0,1,34,47,15.00,90,162,252
13933,10/2/12 21:00,4,0,3,22,94,7.00,24,265,289
13934,8/15/11 11:00,3,0,2,27,62,17.00,41,112,153
13935,6/26/11 2:00,3,0,1,22,57,7.00,17,70,87
13936,11/19/12 15:00,4,0,1,13,54,13.00,44,213,257
13937,2/19/11 8:00,1,0,1,10,17,39.00,9,36,45
13938,1/10/11 0:00,1,0,1,-3,50,19.00,2,3,5
13939,7/28/12 12:00,3,0,1,33,41,15.00,157,330,487
13940,7/15/11 21:00,3,0,1,24,54,7.00,75,186,261
13941,8/21/12 11:00,3,0,1,26,54,0.00,61,195,256
13942,10/17/12 1:00,4,0,1,10,76,0.00,3,14,17
13943,3/5/12 16:00,1,0,1,6,45,20.00,30,180,210
13944,10/26/12 11:00,4,0,2,19,78,11.00,68,222,290
13945,3/16/11 14:00,1,0,2,11,76,15.00,33,67,100
13946,1/12/12 15:00,1,0,1,13,72,9.00,32,156,188
13947,6/2/11 18:00,2,0,1,28,22,26.00,74,451,525
13948,3/31/12 16:00,2,0,2,16,63,20.00,243,292,535
13949,10/31/11 19:00,4,0,1,11,66,6.00,12,224,236
